Chemical 1,Chemical 2,Similarity
DB01080,DB00755,0
DB00335,DB00220,0
DB04315,DB01088,0
DB01234,DB00312,0
DB02021,DB00331,0
DB00574,DB00875,0
DB01213,DB00364,0
DB01104,DB00798,0
DB00571,DB00368,0
DB01124,DB01065,0
DB01072,DB01262,0
DB00181,DB01259,0
DB01367,DB00322,0
DB01009,DB01074,0
DB00640,DB02789,0
DB00584,DB00548,0
DB01043,DB00720,0
DB00481,DB00847,0
DB00168,DB00143,0
DB00472,DB00613,0
DB04751,DB00731,0
DB00443,DB01097,0
DB01579,DB00908,0
DB00770,DB00757,0
DB00853,DB00647,0
DB00368,DB00579,0
DB02021,DB01406,0
DB00636,DB04216,0
DB01064,DB01558,0
DB01183,DB01174,0
DB01357,DB00477,0
DB00586,DB00635,0
DB00296,DB04014,0
DB00572,DB01275,0
DB01169,DB00688,0
DB00844,DB00564,0
DB00650,DB01357,0
DB00399,DB01345,0
DB00864,DB00938,0
DB04166,DB04272,0
DB00422,DB01919,0
DB01182,DB00687,0
DB04173,DB00461,0
DB03566,DB02712,0
DB00295,DB01950,0
DB03945,DB02010,0
DB04741,DB00403,0
DB01072,DB01224,0
DB00470,DB02546,0
DB04468,DB01115,0
DB01085,DB04572,0
DB02207,DB00545,0
DB00612,DB00411,0
DB00549,DB00592,0
DB01424,DB00412,0
DB04817,DB00370,0
DB00764,DB01892,0
DB00127,DB00865,0
DB00263,DB01097,0
DB00361,DB01165,0
DB00997,DB01065,0
DB00716,DB02852,0
DB00712,DB01599,0
DB01205,DB00846,0
DB00261,DB01142,0
DB01268,DB01075,0
DB00382,DB01076,0
DB00404,DB00657,0
DB00619,DB00333,0
DB04703,DB01168,0
DB01115,DB00480,0
DB01101,DB00904,0
DB00152,DB04816,0
DB00413,DB00204,0
DB00352,DB01609,0
DB01232,DB00749,0
DB00772,DB00600,0
DB00526,DB01029,0
DB00431,DB01093,0
DB00788,DB01339,0
DB04258,DB01892,0
DB00428,DB03566,0
DB00831,DB01045,0
DB01055,DB00993,0
DB00428,DB01762,0
DB00575,DB00206,0
DB00468,DB01090,0
DB00555,DB00822,0
DB03796,DB00806,0
DB00282,DB01118,0
DB00755,DB00443,0
DB00437,DB00773,0
DB00381,DB00629,0
DB00475,DB00816,0
DB00730,DB01018,0
DB00550,DB04551,0
DB00601,DB01220,0
DB00922,DB00629,0
DB01189,DB01113,0
DB04551,DB01023,0
DB00779,DB00563,0
DB01586,DB04258,0
DB00688,DB04572,0
DB00433,DB00988,0
DB00441,DB00134,0
DB01409,DB00995,0
DB01217,DB00115,0
DB00224,DB00316,0
DB01399,DB01184,0
DB04751,DB04066,0
DB00482,DB01388,0
DB00305,DB00879,0
DB01057,DB00264,0
DB00307,DB00181,0
DB00530,DB00977,0
DB00296,DB04572,0
DB01137,DB04365,0
DB01645,DB03902,0
DB00795,DB04829,0
DB01002,DB00744,0
DB01072,DB00850,0
DB01200,DB01240,0
DB00328,DB00586,0
DB04311,DB00655,0
DB00635,DB02175,0
DB01656,DB00227,0
DB00152,DB00325,0
DB00141,DB01076,0
DB00151,DB00399,0
DB03904,DB00533,0
DB00848,DB00909,0
DB00518,DB01114,0
DB03880,DB00380,0
DB00213,DB00589,0
DB01213,DB00394,0
DB00761,DB00126,0
DB01244,DB00685,0
DB00934,DB03575,0
DB00400,DB01436,0
DB00572,DB02712,0
DB04485,DB00527,0
DB00540,DB00361,0
DB01009,DB00571,0
DB04417,DB00910,0
DB01558,DB01852,0
DB04485,DB01132,0
DB01696,DB00542,0
DB00289,DB01239,0
DB00806,DB00196,0
DB01254,DB00806,0
DB00945,DB00768,0
DB00589,DB00694,0
DB04840,DB00116,0
DB04743,DB01108,0
DB00721,DB00331,0
DB01262,DB01143,0
DB03703,DB02379,0
DB00119,DB01192,0
DB04828,DB01095,0
DB02509,DB00698,0
DB01275,DB00918,0
DB01933,DB00235,0
DB00820,DB00173,0
DB02546,DB00910,0
DB03575,DB00712,0
DB01656,DB00809,0
DB00788,DB01058,0
DB00891,DB00357,0
DB00934,DB01068,0
DB01009,DB02379,0
DB02021,DB00227,0
DB04485,DB01048,0
DB00966,DB03754,0
DB00594,DB01233,0
DB01259,DB00184,0
DB00848,DB01217,0
DB01162,DB00903,0
DB00523,DB01367,0
DB01082,DB00300,0
DB00152,DB00648,0
DB00710,DB00717,0
DB00822,DB00263,0
DB01162,DB01168,0
DB04381,DB00607,0
DB01072,DB00336,0
DB00206,DB00943,0
DB01345,DB00114,0
DB00472,DB00527,0
DB03535,DB01420,0
DB00391,DB01750,0
DB00472,DB01132,0
DB00732,DB00695,0
DB01182,DB00540,0
DB01167,DB00734,0
DB02701,DB00203,0
DB00126,DB00961,0
DB01128,DB00293,0
DB00688,DB01142,0
DB03994,DB01212,0
DB00439,DB01752,0
DB00607,DB00580,0
DB02712,DB00238,0
DB00166,DB02262,0
DB01114,DB01288,0
DB01014,DB00091,0
DB00623,DB00458,0
DB01054,DB00877,0
DB00986,DB01373,0
DB00296,DB01142,0
DB00867,DB00997,0
DB01424,DB04077,0
DB00168,DB00289,0
DB00292,DB00388,0
DB01288,DB00755,0
DB01268,DB00201,0
DB00148,DB00738,0
DB04077,DB01213,0
DB00727,DB00821,0
DB01403,DB00412,0
DB00255,DB04331,0
DB01041,DB00812,0
DB00864,DB00396,0
DB00695,DB00307,0
DB02679,DB00808,0
DB01034,DB04299,0
DB01156,DB00461,0
DB02967,DB04137,0
DB00230,DB00492,0
DB00523,DB00382,0
DB01002,DB00532,0
DB04828,DB00598,0
DB00197,DB00730,0
DB00672,DB00605,0
DB00431,DB00938,0
DB00665,DB04831,0
DB00650,DB00811,0
DB00495,DB00724,0
DB00481,DB00715,0
DB01035,DB02262,0
DB01023,DB04365,0
DB00925,DB00199,0
DB00600,DB01095,0
DB00865,DB00481,0
DB01093,DB00531,0
DB01064,DB00843,0
DB00820,DB00291,0
DB01100,DB00169,0
DB00843,DB02998,0
DB01892,DB00316,0
DB00821,DB00380,0
DB03866,DB00737,0
DB00607,DB04224,0
DB01348,DB00960,0
DB02539,DB00758,0
DB01206,DB01200,0
DB01017,DB01222,0
DB01418,DB00718,0
DB01131,DB00162,0
DB00136,DB00328,0
DB01149,DB03566,0
DB00482,DB00166,0
DB00543,DB00341,0
DB00503,DB01151,0
DB00672,DB00165,0
DB04751,DB00432,0
DB01016,DB00730,0
DB00136,DB00539,0
DB00759,DB04828,0
DB00545,DB01011,0
DB01060,DB00436,0
DB00537,DB00976,0
DB00996,DB00986,0
DB01677,DB01261,0
DB00173,DB01206,0
DB02073,DB00673,0
DB01083,DB00370,0
DB00848,DB00593,0
DB01586,DB01006,0
DB00176,DB00605,0
DB00678,DB01184,0
DB00920,DB01053,0
DB00573,DB00157,0
DB02056,DB01095,0
DB00412,DB00896,0
DB01267,DB00668,0
DB00411,DB04224,0
DB00242,DB00579,0
DB00126,DB00851,0
DB01073,DB00648,0
DB00657,DB01184,0
DB00656,DB00867,0
DB00484,DB00170,0
DB00956,DB01213,0
DB00687,DB01440,0
DB00982,DB00188,0
DB00382,DB04258,0
DB00881,DB00822,0
DB04299,DB00554,0
DB00244,DB00673,0
DB00380,DB00583,0
DB00325,DB01425,0
DB01199,DB01267,0
DB01399,DB00976,0
DB00679,DB01205,0
DB01114,DB00814,0
DB00715,DB00724,0
DB00588,DB02424,0
DB00958,DB01395,0
DB02901,DB00502,0
DB00788,DB01656,0
DB00220,DB01124,0
DB01057,DB00136,0
DB00996,DB00222,0
DB00050,DB01188,0
DB00903,DB00920,0
DB00943,DB01406,0
DB02325,DB04827,0
DB02285,DB01396,0
DB00721,DB00227,0
DB00648,DB00573,0
DB03945,DB00499,0
DB00122,DB04841,0
DB04485,DB00794,0
DB00712,DB00439,0
DB00381,DB00143,0
DB00727,DB00678,0
DB00860,DB00721,0
DB04751,DB01438,0
DB00539,DB01008,0
DB00921,DB00342,0
DB00922,DB00143,0
DB01068,DB00756,0
DB01080,DB01193,0
DB04224,DB00532,0
DB00708,DB02375,0
DB00936,DB01204,0
DB01410,DB02539,0
DB01033,DB00398,0
DB04690,DB03222,0
DB01108,DB00673,0
DB00450,DB03783,0
DB00730,DB01558,0
DB00947,DB00391,0
DB01088,DB00373,0
DB00428,DB00381,0
DB00734,DB01060,0
DB04365,DB01337,0
DB00290,DB04690,0
DB01108,DB00978,0
DB00939,DB03575,0
DB00348,DB00321,0
DB00661,DB03754,0
DB01229,DB00816,0
DB00313,DB00900,0
DB01059,DB01599,0
DB00600,DB04272,0
DB01580,DB00388,0
DB00247,DB00848,0
DB01104,DB00773,0
DB00201,DB00317,0
DB00672,DB00279,0
DB00201,DB00275,0
DB01002,DB01409,0
DB00907,DB00281,0
DB00721,DB00627,0
DB00861,DB03575,0
DB01819,DB03575,0
DB04821,DB00871,0
DB00336,DB03203,0
DB01933,DB01337,0
DB04066,DB00182,0
DB00939,DB01068,0
DB00987,DB00178,0
DB01041,DB01177,0
DB01239,DB00871,0
DB01050,DB00396,0
DB03052,DB01080,0
DB00928,DB00491,0
DB01261,DB00412,0
DB01005,DB00755,0
DB00413,DB00300,0
DB00257,DB03575,0
DB00396,DB01357,0
DB01392,DB02169,0
DB00897,DB00798,0
DB00243,DB00499,0
DB00630,DB00808,0
DB03052,DB02266,0
DB00861,DB01068,0
DB01410,DB03535,0
DB00720,DB00612,0
DB00316,DB00240,0
DB00435,DB00312,0
DB00957,DB00412,0
DB00457,DB01165,0
DB00695,DB00457,0
DB00466,DB00997,0
DB00820,DB01094,0
DB00622,DB00816,0
DB00999,DB00325,0
DB00268,DB00512,0
DB00875,DB00381,0
DB02249,DB00887,0
DB00422,DB00177,0
DB00773,DB00104,0
DB00821,DB00818,0
DB00553,DB01418,0
DB00443,DB02745,0
DB00891,DB01008,0
DB01075,DB00197,0
DB04299,DB01351,0
DB01609,DB00559,0
DB00685,DB00996,0
DB00528,DB00361,0
DB00999,DB00857,0
DB01599,DB00716,0
DB00368,DB03193,0
DB00421,DB00920,0
DB02052,DB01238,0
DB00224,DB00428,0
DB00795,DB03193,0
DB01212,DB00322,0
DB00289,DB00437,0
DB01057,DB01917,0
DB03880,DB00182,0
DB00180,DB00379,0
DB00860,DB00553,0
DB00352,DB00810,0
DB00227,DB00865,0
DB04224,DB00986,0
DB00731,DB01399,0
DB00728,DB04816,0
DB01216,DB00451,0
DB01544,DB01039,0
DB00682,DB00457,0
DB00822,DB00224,0
DB00770,DB01454,0
DB02740,DB00118,0
DB00148,DB01168,0
DB01403,DB00967,0
DB01114,DB00938,0
DB00480,DB00759,0
DB04743,DB03902,0
DB02261,DB01238,0
DB00382,DB00740,0
DB01327,DB00262,0
DB01544,DB00636,0
DB01088,DB00363,0
DB04725,DB00550,0
DB02424,DB01241,0
DB03880,DB01009,0
DB00800,DB00640,0
DB01080,DB00384,0
DB02772,DB01103,0
DB00882,DB00602,0
DB00341,DB01424,0
DB00730,DB00379,0
DB00744,DB00465,0
DB04786,DB01103,0
DB00851,DB02347,0
DB00530,DB01211,0
DB00531,DB00988,0
DB00960,DB01288,0
DB01919,DB01050,0
DB00620,DB00170,0
DB00976,DB00734,0
DB00904,DB00722,0
DB02925,DB00201,0
DB00574,DB00593,0
DB00943,DB00227,0
DB00886,DB02116,0
DB00825,DB00945,0
DB00177,DB04417,0
DB01094,DB02095,0
DB00841,DB00491,0
DB00630,DB01074,0
DB00580,DB00624,0
DB01345,DB00655,0
DB00779,DB04258,0
DB01032,DB00357,0
DB02010,DB03227,0
DB00148,DB02300,0
DB00281,DB00723,0
DB00757,DB00819,0
DB04077,DB00655,0
DB00976,DB00440,0
DB03419,DB01166,0
DB00171,DB03568,0
DB00624,DB00974,0
DB01233,DB00961,0
DB00468,DB00489,0
DB00527,DB00549,0
DB03760,DB00718,0
DB00188,DB00119,0
DB00580,DB00559,0
DB00481,DB01097,0
DB00852,DB01029,0
DB01536,DB01240,0
DB00623,DB00738,0
DB00928,DB03945,0
DB02772,DB00853,0
DB00122,DB04557,0
DB00252,DB01424,0
DB00318,DB00122,0
DB01454,DB01193,0
DB00993,DB01698,0
DB00779,DB04827,0
DB00722,DB01059,0
DB02659,DB00776,0
DB04106,DB00262,0
DB01065,DB01173,0
DB00943,DB00809,0
DB00712,DB03880,0
DB04821,DB00277,0
DB00943,DB00627,0
DB02855,DB00732,0
DB01239,DB00277,0
DB00132,DB01394,0
DB00857,DB00611,0
DB04573,DB00495,0
DB00914,DB00381,0
DB01933,DB01262,0
DB00235,DB01435,0
DB04076,DB01628,0
DB03866,DB01100,0
DB00114,DB03568,0
DB00282,DB00978,0
DB00391,DB00863,0
DB00722,DB01273,0
DB01011,DB01156,0
DB01012,DB00398,0
DB01536,DB00494,0
DB00512,DB00132,0
DB01425,DB00335,0
DB01394,DB01190,0
DB00527,DB01064,0
DB01136,DB01026,0
DB01288,DB01193,0
DB04365,DB01224,0
DB00821,DB00182,0
DB00480,DB00758,0
DB00273,DB01156,0
DB00323,DB01586,0
DB00307,DB00790,0
DB01128,DB01221,0
DB04725,DB01083,0
DB00852,DB00119,0
DB00179,DB04381,0
DB00134,DB00502,0
DB00678,DB00921,0
DB02300,DB00721,0
DB01901,DB01199,0
DB00400,DB01203,0
DB01262,DB04485,0
DB00762,DB00444,0
DB00181,DB01577,0
DB00855,DB00549,0
DB01337,DB04173,0
DB00346,DB01162,0
DB00657,DB00921,0
DB01060,DB04690,0
DB01844,DB01275,0
DB00715,DB00461,0
DB00439,DB01645,0
DB00730,DB00843,0
DB00561,DB00115,0
DB03222,DB00501,0
DB01120,DB01154,0
DB01235,DB01017,0
DB01072,DB00458,0
DB01327,DB00222,0
DB03496,DB00151,0
DB00755,DB01942,0
DB01933,DB01224,0
DB01223,DB01378,0
DB01204,DB00264,0
DB01162,DB01124,0
DB03758,DB01626,0
DB00269,DB00720,0
DB00640,DB03866,0
DB00829,DB03535,0
DB01628,DB00752,0
DB00863,DB02709,0
DB01366,DB02052,0
DB04690,DB01338,0
DB04572,DB00381,0
DB00636,DB01110,0
DB00842,DB01188,0
DB00860,DB00291,0
DB01149,DB00999,0
DB00949,DB00401,0
DB01126,DB02116,0
DB00471,DB01892,0
DB00523,DB00734,0
DB00426,DB00812,0
DB00201,DB00650,0
DB00783,DB00379,0
DB01425,DB00753,0
DB00958,DB03566,0
DB01351,DB00202,0
DB03866,DB00490,0
DB00268,DB00254,0
DB00477,DB00768,0
DB00396,DB00811,0
DB00139,DB02056,0
DB01036,DB00758,0
DB00990,DB01167,0
DB00853,DB01296,0
DB02424,DB00852,0
DB01033,DB01022,0
DB00539,DB01174,0
DB00331,DB01919,0
DB01101,DB01213,0
DB00400,DB00891,0
DB02345,DB00403,0
DB04076,DB03206,0
DB00816,DB00162,0
DB00523,DB00440,0
DB00151,DB00381,0
DB04817,DB00242,0
DB00182,DB00342,0
DB01244,DB01115,0
DB00860,DB00995,0
DB00466,DB00589,0
DB00363,DB00966,0
DB00584,DB01259,0
DB00390,DB00316,0
DB04106,DB00222,0
DB00715,DB00527,0
DB01238,DB00126,0
DB01165,DB02044,0
DB00715,DB01132,0
DB00297,DB03128,0
DB00573,DB00281,0
DB01009,DB00489,0
DB00333,DB01698,0
DB00947,DB00978,0
DB00367,DB01118,0
DB00636,DB00508,0
DB04315,DB04841,0
DB00949,DB03904,0
DB00403,DB00390,0
DB01034,DB00879,0
DB02375,DB00536,0
DB01927,DB00710,0
DB01348,DB04824,0
DB00205,DB01424,0
DB03193,DB00368,0
DB00844,DB00490,0
DB00091,DB01259,0
DB00871,DB00290,0
DB01238,DB01357,0
DB01131,DB01267,0
DB00891,DB00359,0
DB04224,DB00802,0
DB00920,DB01536,0
DB02533,DB00495,0
DB00540,DB00380,0
DB00733,DB00313,0
DB03227,DB04417,0
DB00338,DB02285,0
DB00341,DB00482,0
DB01267,DB00727,0
DB01677,DB00281,0
DB00316,DB00836,0
DB01357,DB00966,0
DB01233,DB04224,0
DB01244,DB00171,0
DB01351,DB00183,0
DB01223,DB00678,0
DB00927,DB02925,0
DB04468,DB01162,0
DB00679,DB00679,0
DB00620,DB04315,0
DB04831,DB00444,0
DB00559,DB00466,0
DB00871,DB00922,0
DB00806,DB00629,0
DB01844,DB02712,0
DB00465,DB00752,0
DB00218,DB00342,0
DB01337,DB00254,0
DB00312,DB00343,0
DB00772,DB00399,0
DB01238,DB00309,0
DB00193,DB00600,0
DB04365,DB00336,0
DB00727,DB00553,0
DB00759,DB00230,0
DB00692,DB03435,0
DB00411,DB04829,0
DB00819,DB04106,0
DB02347,DB01156,0
DB00292,DB00749,0
DB00115,DB03052,0
DB00446,DB01597,0
DB00605,DB00812,0
DB00603,DB01645,0
DB00348,DB02285,0
DB00343,DB00574,0
DB00541,DB02210,0
DB00336,DB01410,0
DB01015,DB02329,0
DB00863,DB01412,0
DB04485,DB00575,0
DB01232,DB01698,0
DB01022,DB00847,0
DB00363,DB00723,0
DB00484,DB00833,0
DB00201,DB00312,0
DB00779,DB01392,0
DB00305,DB02116,0
DB00312,DB00466,0
DB01009,DB00404,0
DB01296,DB00175,0
DB00384,DB00512,0
DB00118,DB00296,0
DB00196,DB00816,0
DB01892,DB00445,0
DB00119,DB00685,0
DB01933,DB00336,0
DB01339,DB02925,0
DB04751,DB00352,0
DB00728,DB00415,0
DB00861,DB00694,0
DB00764,DB04703,0
DB00277,DB00997,0
DB04828,DB00412,0
DB00917,DB01226,0
DB01880,DB00807,0
DB00475,DB04315,0
DB01005,DB01193,0
DB00242,DB03945,0
DB03128,DB01942,0
DB00341,DB00360,0
DB00973,DB00657,0
DB00412,DB01595,0
DB01053,DB00260,0
DB01032,DB01008,0
DB00623,DB00903,0
DB00400,DB04540,0
DB00399,DB00357,0
DB00796,DB00178,0
DB00623,DB01168,0
DB00720,DB03568,0
DB01104,DB01212,0
DB00208,DB00842,0
DB04258,DB04703,0
DB00162,DB02691,0
DB02424,DB02679,0
DB01137,DB00865,0
DB01093,DB00178,0
DB00897,DB00773,0
DB00841,DB00492,0
DB01168,DB04348,0
DB00773,DB00950,0
DB01954,DB00848,0
DB00279,DB01014,0
DB01677,DB00679,0
DB00179,DB00807,0
DB01200,DB00928,0
DB00490,DB01338,0
DB02860,DB00740,0
DB00360,DB01273,0
DB01698,DB00959,0
DB02656,DB00863,0
DB00515,DB01181,0
DB00584,DB00370,0
DB01954,DB00341,0
DB00975,DB00870,0
DB00369,DB01009,0
DB00607,DB00606,0
DB01388,DB01586,0
DB00180,DB00334,0
DB00524,DB00461,0
DB01200,DB00361,0
DB00996,DB01235,0
DB02249,DB00903,0
DB03419,DB03696,0
DB00146,DB00238,0
DB01168,DB00014,0
DB00512,DB00435,0
DB00918,DB01118,0
DB01268,DB00297,0
DB00968,DB00334,0
DB01248,DB02998,0
DB00475,DB00635,0
DB00890,DB02659,0
DB00336,DB01092,0
DB00269,DB01348,0
DB00409,DB00863,0
DB00448,DB03496,0
DB00871,DB00981,0
DB03703,DB00151,0
DB00325,DB00836,0
DB00607,DB01337,0
DB01136,DB00738,0
DB00656,DB00851,0
DB02210,DB01410,0
DB00091,DB00370,0
DB01536,DB00602,0
DB00136,DB01117,0
DB00338,DB00413,0
DB03880,DB00937,0
DB00450,DB00532,0
DB00668,DB02852,0
DB01580,DB01181,0
DB04840,DB01236,0
DB01059,DB03880,0
DB01009,DB00151,0
DB00600,DB00412,0
DB01696,DB00250,0
DB01058,DB00458,0
DB00976,DB01205,0
DB01183,DB01214,0
DB00855,DB01205,0
DB03880,DB00338,0
DB01032,DB00242,0
DB02300,DB00291,0
DB04216,DB04557,0
DB00170,DB00612,0
DB00613,DB01454,0
DB00936,DB00468,0
DB01192,DB01296,0
DB01206,DB00436,0
DB01190,DB00991,0
DB00717,DB01597,0
DB04315,DB04557,0
DB01254,DB01206,0
DB00254,DB00426,0
DB00986,DB00152,0
DB01055,DB00829,0
DB00564,DB00523,0
DB00433,DB00348,0
DB00640,DB01367,0
DB01132,DB00575,0
DB00378,DB00367,0
DB01437,DB00309,0
DB00305,DB01037,0
DB00289,DB00718,0
DB01366,DB00536,0
DB01452,DB00495,0
DB00848,DB00797,0
DB04005,DB00254,0
DB00391,DB00220,0
DB01005,DB00384,0
DB00413,DB00263,0
DB00650,DB00305,0
DB02347,DB03052,0
DB01087,DB01217,0
DB02010,DB00337,0
DB04216,DB00104,0
DB00807,DB00316,0
DB01029,DB01054,0
DB01083,DB01356,0
DB01235,DB01348,0
DB02056,DB00412,0
DB00871,DB00166,0
DB00247,DB01204,0
DB02347,DB01043,0
DB02329,DB00776,0
DB00561,DB01064,0
DB02772,DB00168,0
DB00909,DB00403,0
DB00162,DB04741,0
DB00620,DB00833,0
DB00580,DB00714,0
DB00677,DB00493,0
DB04786,DB00168,0
DB01762,DB02116,0
DB01454,DB02901,0
DB01023,DB00865,0
DB02207,DB00586,0
DB00996,DB00297,0
DB01275,DB01188,0
DB03568,DB00865,0
DB00136,DB00825,0
DB00853,DB01170,0
DB00126,DB00606,0
DB00412,DB02056,0
DB00672,DB00624,0
DB00316,DB01082,0
DB00165,DB00776,0
DB00451,DB00437,0
DB00694,DB00860,0
DB00640,DB00382,0
DB01017,DB00166,0
DB01008,DB00819,0
DB01262,DB00886,0
DB00655,DB04468,0
DB00264,DB00802,0
DB01211,DB00501,0
DB03760,DB02249,0
DB01217,DB01199,0
DB00966,DB04817,0
DB01204,DB01917,0
DB01236,DB02044,0
DB00797,DB00741,0
DB00188,DB01927,0
DB00384,DB00254,0
DB02745,DB01242,0
DB01082,DB00224,0
DB00450,DB00986,0
DB00637,DB01544,0
DB02169,DB01100,0
DB01068,DB01136,0
DB02073,DB02691,0
DB01997,DB00857,0
DB00143,DB00563,0
DB00648,DB00619,0
DB01001,DB00679,0
DB00960,DB00396,0
DB00230,DB00158,0
DB00806,DB00143,0
DB01011,DB04513,0
DB00821,DB00937,0
DB00951,DB00861,0
DB00988,DB02852,0
DB00359,DB00536,0
DB00908,DB00920,0
DB02527,DB01033,0
DB00708,DB01101,0
DB00813,DB00273,0
DB00415,DB01174,0
DB00458,DB01062,0
DB00197,DB00809,0
DB01151,DB00758,0
DB00637,DB00991,0
DB00343,DB00851,0
DB00783,DB00334,0
DB01580,DB00708,0
DB02375,DB03435,0
DB00528,DB00380,0
DB00278,DB00531,0
DB01006,DB01373,0
DB01351,DB00184,0
DB00806,DB01483,0
DB04417,DB00542,0
DB00541,DB00170,0
DB02740,DB00491,0
DB03766,DB03696,0
DB00900,DB03435,0
DB04703,DB00668,0
DB01012,DB00605,0
DB01392,DB00369,0
DB04828,DB00967,0
DB01536,DB00195,0
DB01043,DB00770,0
DB01586,DB00555,0
DB00191,DB00809,0
DB01065,DB01006,0
DB00986,DB01120,0
DB00571,DB00786,0
DB00540,DB00182,0
DB02546,DB00542,0
DB02852,DB04173,0
DB00448,DB02539,0
DB00593,DB00816,0
DB00196,DB01288,0
DB00292,DB00700,0
DB02021,DB00682,0
DB00224,DB00532,0
DB01288,DB04348,0
DB00820,DB00999,0
DB00127,DB01014,0
DB00682,DB01190,0
DB01136,DB00806,0
DB01410,DB00119,0
DB02266,DB01050,0
DB01216,DB00238,0
DB00784,DB01108,0
DB01050,DB00148,0
DB00964,DB01188,0
DB00184,DB00421,0
DB00399,DB01008,0
DB01236,DB00977,0
DB00710,DB00633,0
DB00250,DB00705,0
DB04468,DB00152,0
DB02325,DB01019,0
DB00761,DB00305,0
DB00746,DB04786,0
DB00555,DB00790,0
DB00714,DB00724,0
DB01645,DB02261,0
DB02379,DB00984,0
DB00331,DB00177,0
DB02116,DB00356,0
DB01033,DB00537,0
DB03758,DB00417,0
DB01420,DB01348,0
DB00607,DB01224,0
DB00820,DB00548,0
DB00252,DB00134,0
DB01211,DB00397,0
DB02261,DB00603,0
DB00428,DB00341,0
DB01424,DB00284,0
DB04077,DB01159,0
DB01356,DB00295,0
DB00461,DB01151,0
DB00927,DB01275,0
DB01261,DB01248,0
DB04066,DB00515,0
DB00723,DB00812,0
DB00996,DB00821,0
DB00564,DB00489,0
DB00747,DB00380,0
DB00798,DB04741,0
DB01240,DB01392,0
DB00590,DB01254,0
DB00770,DB00104,0
DB00957,DB01248,0
DB00819,DB01023,0
DB03760,DB00643,0
DB00700,DB00316,0
DB00370,DB00870,0
DB00763,DB01224,0
DB01128,DB02056,0
DB00542,DB00834,0
DB01234,DB02852,0
DB01919,DB01179,0
DB02527,DB00741,0
DB04106,DB00444,0
DB01357,DB00338,0
DB01268,DB00678,0
DB02925,DB00297,0
DB01240,DB02740,0
DB00202,DB00425,0
DB00394,DB00532,0
DB01437,DB00891,0
DB04540,DB00322,0
DB00614,DB02533,0
DB00180,DB00698,0
DB00836,DB00293,0
DB00724,DB01373,0
DB00620,DB01015,0
DB04005,DB00296,0
DB00704,DB00685,0
DB01114,DB00764,0
DB03419,DB01128,0
DB01115,DB01406,0
DB00753,DB00230,0
DB01092,DB01942,0
DB03575,DB00388,0
DB00186,DB00139,0
DB01182,DB00762,0
DB00728,DB02095,0
DB00968,DB00698,0
DB01179,DB01013,0
DB00989,DB01378,0
DB00484,DB01036,0
DB00928,DB00530,0
DB01075,DB00333,0
DB00855,DB01407,0
DB02424,DB00816,0
DB03880,DB00515,0
DB01262,DB00318,0
DB00441,DB00493,0
DB00328,DB00968,0
DB00191,DB04824,0
DB00607,DB00850,0
DB01351,DB00228,0
DB00514,DB00331,0
DB00471,DB01114,0
DB00275,DB00126,0
DB00420,DB01367,0
DB00818,DB00439,0
DB00222,DB01173,0
DB00293,DB00563,0
DB00252,DB00918,0
DB00168,DB01094,0
DB00141,DB02533,0
DB00939,DB00401,0
DB00148,DB01226,0
DB00334,DB01933,0
DB00119,DB00181,0
DB01933,DB03866,0
DB04817,DB00545,0
DB00468,DB00342,0
DB00468,DB00465,0
DB03945,DB00995,0
DB01200,DB00731,0
DB00970,DB00409,0
DB02056,DB00967,0
DB00514,DB01406,0
DB00773,DB00875,0
DB00669,DB03945,0
DB01192,DB01170,0
DB00797,DB01403,0
DB00208,DB01296,0
DB00409,DB00220,0
DB01338,DB00816,0
DB00337,DB00961,0
DB00539,DB01039,0
DB02010,DB01438,0
DB01407,DB00230,0
DB00168,DB00472,0
DB00763,DB00850,0
DB00334,DB01192,0
DB03222,DB01095,0
DB03760,DB00661,0
DB01394,DB00974,0
DB00925,DB00178,0
DB01099,DB00134,0
DB00413,DB00224,0
DB01080,DB01054,0
DB01120,DB00814,0
DB00918,DB02659,0
DB00539,DB00636,0
DB00559,DB01283,0
DB00741,DB00700,0
DB03345,DB00431,0
DB01094,DB00625,0
DB04348,DB00881,0
DB00369,DB00338,0
DB00816,DB00640,0
DB00518,DB01041,0
DB00716,DB00466,0
DB01338,DB01222,0
DB01137,DB01162,0
DB00920,DB00982,0
DB00820,DB00818,0
DB02527,DB00675,0
DB00275,DB00309,0
DB01424,DB03193,0
DB00623,DB01124,0
DB00714,DB00613,0
DB00104,DB03703,0
DB00811,DB01069,0
DB04076,DB01034,0
DB00849,DB01045,0
DB01005,DB04348,0
DB01222,DB00612,0
DB00309,DB04707,0
DB01454,DB03796,0
DB01698,DB00146,0
DB00789,DB01069,0
DB00466,DB01129,0
DB01182,DB00278,0
DB01224,DB00917,0
DB00541,DB04315,0
DB00437,DB00960,0
DB01611,DB01026,0
DB04816,DB01065,0
DB01339,DB02712,0
DB01437,DB04540,0
DB01222,DB00337,0
DB00162,DB03754,0
DB01041,DB01005,0
DB00853,DB00863,0
DB00682,DB01203,0
DB00964,DB00705,0
DB00763,DB00336,0
DB01182,DB00169,0
DB00705,DB00197,0
DB00957,DB04829,0
DB00279,DB01177,0
DB02262,DB01927,0
DB00772,DB00381,0
DB00421,DB00273,0
DB00626,DB00420,0
DB00990,DB01220,0
DB03766,DB00359,0
DB00472,DB04513,0
